Timestamp,Put in your MTurk ID to consent.,undocumented,female,hispanic,white,What is your date of birth? Give month and year only,abc,birthyear,What is your annual income (as you would report it in the Census)? ,income,What is the highest degree or level of school you have completed? ,educ,In which US State do you live?,region0,regionx,born_in_usa,born_usa,"if you are really paying attention, click strongly agree.",attention,Do you think the number of illegal immigrants to America nowadays should be... ,letin,"In the long run, do you think that people who are illegally immigrating to the United States today will make American society better, will make American society worse, or do you think that today's illegal immigrants won't affect American society one way or another? ",immimp,"Now I'm going to read you a series of statements and would like to get your reaction to them. After I read each statement, please tell me if you strongly agree, agree, neither agree nor disagree, disagree, or strongly disagree with the statement:                                                              “Illegal immigrants are getting too demanding in their push for equal rights.”"," “The Irish, Italians, Jews, and many other minorities overcame prejudice and worked their way up. Today's illegal immigrants should do the same without any special favors.”",“English will be threatened if other languages are frequently used in large illegal immigrant communities in the U.S.”,immrights,immfavor,immlang,immigrant_crimes,immigrant_ideas,immigrant_jobs,immigrant_growth,immigrant_united,immcrime,immideas,immjob,immgrowth,immunit,"“Recently, there have been several investigative reports regarding the condition of illegal immigrants being held in detention centers around the United States. The reports indicate that some detainees are held for long periods of time under inhumane conditions, lacking sufficient nutrition, proper sanitary facilities, access to legal counseling, or even contact with family members. The reports also discuss cases of medical negligence concerning the treatment of detainees with serious health problems. In one case, a detainee told authorities he was suffering from severe chest pain, profound shortness of breath, and dizziness, and asked for immediate medical attention. However, these situations require supervised transportation to a hospital several miles away from the detention center. In response, detention center officials denied the detainee this medical service because they considered him to be a flight risk. The officials said they had a reasonable cause to deny medical attention outside the facility. The detainee, on the other hand, said that the denial of medical attention was unwarranted and that his health was continuing to deteriorate.” Do you think the government should transport this illegal migrant to the hospital, at the risk of enabling him to escape? ",transport,With which U.S. party do you identify with?,party,media,"How much do you identify as conservative, moderate, or liberal?",polview,"“It is better to live in an orderly in which the laws are vigorously enforced than to give people too much freedom.” Do you agree strongly, agree somewhat, disagree somewhat, or disagree strongly with this statement?""",auth,"""white people""","""Latino people"" ",ethnocentrism, Question Is there anything else you would like to tell us about this survey? 
2019/08/09 1:25:04 AM GMT+8,A266LNUJOVKCDS,1,1,1,1,,,,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,arizona,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Somewhat likely,Not likely at all,Not too likely,Not too likely,Not too likely,1,-2,-1,-1,-1,No,0,Democrat,-1,4,Slightly conservative,1,Agree,1,5,6,-1,
2019/08/09 1:25:38 AM GMT+8,A2YD8L5EPVCZBL,1,1,0,1,Jul-90,1990,1990,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,az,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Neither disagree nor agree,Neither agree nor disagree,Neither agree nor disagree,0,0,0,Don't know,Not too likely,Not too likely,Not too likely,Not too likely,0,-1,-1,-1,-1,Yes,1,Republican,1,5,Slightly conservative,1,Disagree,-1,7,5,2,
2019/08/09 1:35:25 AM GMT+8,AJQGWGESKQT4Y,1,0,0,1,Oct-76,1976,1976,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,IL,midwest,2,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not too likely,-2,2,-2,1,-1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree,-1,9,9,0,nothing
2019/08/09 1:38:29 AM GMT+8,AKW57KYG90X61,1,0,0,0,Jan-95,1995,1995,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Illinois,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Won’t affect American society one way or another,0,Neither disagree nor agree,Agree,Strongly disagree,0,1,-2,Not likely at all,Somewhat likely,Not too likely,Don't know,Somewhat likely,-2,1,-1,0,1,Yes,1,Republican,1,7,Extremely conservative,3,Agree,1,7,8,-1,There is none for now.
2019/08/09 1:45:38 AM GMT+8,AETIZKQNUSBLB,1,0,0,1,Sep-90,1990,1990,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,arizona,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Agree,Agree,2,1,1,Very likely,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,2,1,1,1,2,Yes,1,Republican,1,4,Extremely conservative,3,Disagree,-1,8,3,5,
2019/08/09 1:54:44 AM GMT+8,A3JW215NW77ZTU,1,0,0,0,,1900,1900,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,1,1,2,1,1,Yes,1,Democrat,-1,5,Slightly conservative,1,Agree,1,6,9,-3,
2019/08/09 1:54:59 AM GMT+8,A2ZQCHONMAJZF,1,1,0,0,Jan-85,1985,1985,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Oregon,west,3,No,0,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,3,Slightly liberal,-1,Disagree,-1,7,10,-3,
2019/08/09 1:55:00 AM GMT+8,A1JIIKZ0LB73GZ,1,1,0,1,Aug-98,1998,1998,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Oregon,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Disagree,Disagree,Agree,-1,-1,1,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Not likely at all,1,1,1,2,-2,Yes,1,Democrat,-1,3,Slightly liberal,-1,Agree,1,9,9,0,
2019/08/09 2:12:26 AM GMT+8,A2YGAEODJ5SSF6,1,0,0,1,Dec-76,1976,1976,"$0-25,000",12500,GED or alternative credential,13,Illinois,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Neither disagree nor agree,Disagree,Neither agree nor disagree,0,-1,0,Somewhat likely,Somewhat likely,Not likely at all,Not at all likely,Very likely,1,1,-2,-2,2,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,9,8,1,
2019/08/09 2:15:08 AM GMT+8,A2IVGLOBFOT67M,1,1,0,1,7/17/90,1990,1990,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,TX,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Very likely,Not too likely,Somewhat likely,Not too likely,-1,2,-1,1,-1,Yes,1,Democrat,-1,4,Liberal,-2,Disagree,-1,5,6,-1,
2019/08/09 2:15:10 AM GMT+8,A2MKXI4KCRRI7Y,1,0,0,1,May-84,1984,1984,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,TX,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Not too likely,Not likely at all,Very likely,Not at all likely,Very likely,-1,-2,2,-2,2,No,0,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,5,5,0,
2019/08/09 2:20:29 AM GMT+8,A25R2OI9L2Q1OW,1,0,0,1,Jul-75,1975,1975,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,MI,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Neither agree nor disagree,2,2,0,Very likely,Not likely at all,Very likely,Not at all likely,Very likely,2,-2,2,-2,2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree strongly,-2,7,1,6,"I feel like I am coming off as a white supremacist here and that is sooooo   not the case.   My feeling is, I'm not a big fan of open immigration.  Fix things where you are.  I want to up and move to Denmark, but I can't do that.  I can't just show up in Denmark and say, ""I want to live here, so hook me up.""  It doesn't work that way.   If an individual from Costa Rica thinks that Costa Rica sucks, then they should work towards improving life in Costa Rica.   I honestly don't even see the attraction.  Is central America really that backwards that coming to America is that attractive?   This country fought a revolution and a civil war to change things.  Maybe all of the people who are coming up from the south could actually put a little effort into improving their lives and making change, or fighting for it where they are.  The idea of a relatively large group of people wanting to freely move around the world gradually screwing it up over time is kind of a turnoff to me."
2019/08/09 2:20:57 AM GMT+8,A29AKJXQ248KNK,1,0,1,1,Sep-96,1996,1996,"$25,001-50,000",37500,Regular high school diploma,18,Texas,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Agree,Strongly agree,Agree,1,2,1,Somewhat likely,Somewhat likely,Very likely,Not too likely,Not likely at all,1,1,2,-1,-2,No,0,Republican,1,7,Extremely conservative,3,Agree,1,10,10,0,
2019/08/09 2:24:16 AM GMT+8,A3U6IA3JUSFZ2M,1,1,0,1,Jan-81,1981,1981,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Ga,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,2,10,-8,
2019/08/09 2:25:30 AM GMT+8,A2ZD06QDBVKF59,1,0,0,1,Mar-89,1989,1989,"$25,001-50,000",37500,Regular high school diploma,18,ca,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Not too likely,Somewhat likely,Not too likely,Very likely,1,-1,1,-1,2,Yes,1,Republican,1,5,Slightly conservative,1,Agree,1,10,10,0,
2019/08/09 2:25:34 AM GMT+8,A1SNC8UL8YFRH5,1,0,0,1,May-91,1991,1991,"$0-25,000",12500,"1 or more years of college credit, no degree",13,Maryland,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not likely at all,Very likely,Not likely at all,Very likely,Not likely at all,-2,2,-2,2,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree,-1,6,6,0,The larger text paragraphs are a little difficult to read. I think there might be some benefit in breaking it up a little
2019/08/09 2:30:44 AM GMT+8,A18VIO909RWY6D,1,0,0,0,Jun-90,1990,1990,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,GA,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Disagree,1,2,-1,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,1,1,1,2,1,No,0,Independent,0,2,Slightly liberal,-1,Agree,1,10,10,0,I grew up in a very diverse urban area. 
2019/08/09 2:31:42 AM GMT+8,AL2J5M8WQIKMI,1,0,0,1,Oct-79,1979,1979,"$0-25,000",12500,"1 or more years of college credit, no degree",13,TX,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Strongly agree,1,2,2,Somewhat likely,Not too likely,Somewhat likely,Don't know,Very likely,1,-1,1,0,2,Yes,1,Independent,0,3,Slightly liberal,-1,Disagree,-1,10,1,9,n/a
2019/08/09 2:32:50 AM GMT+8,A2GF34N1LTIIP3,1,0,1,0,Feb-93,1993,1993,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,MO,midwest,2,Yes,1,Agree,0,Increased a little.,1,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Somewhat likely,Very likely,Very likely,Very likely,2,1,2,2,2,Yes,1,Republican,1,6,Liberal,-2,Agree,1,7,8,-1,VERY LIKE
2019/08/09 2:34:11 AM GMT+8,A12HWPFXQPITHD,1,0,0,1,May-19,,,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,California,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Disagree,2,2,-1,Not too likely,Not likely at all,Not too likely,Not too likely,Very likely,-1,-2,-1,-1,2,No,0,Republican,1,5,Conservative,2,Agree strongly,2,10,9,1,
2019/08/09 2:37:40 AM GMT+8,A26NGLGGFTATVN,1,0,0,1,Feb-82,1982,1982,"$25,001-50,000",37500,Regular high school diploma,18,California,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Strongly agree,1,2,2,Somewhat likely,Not too likely,Somewhat likely,Not at all likely,Very likely,1,-1,1,-2,2,No,0,Independent,0,4,Moderate,0,Disagree,-1,5,2,3,
2019/08/09 2:38:55 AM GMT+8,A14KYTN3ERVHCZ,1,0,0,0,Jun-95,1995,1995,"$50,001-75,000",62500,"Bachelor’s degree (for example: BA, BS)",16,MONTANA,midwest,2,Yes,1,Strongly disagree,0,Increased a little.,1,Better,1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Somewhat likely,Very likely,Very likely,Very likely,Very likely,1,2,2,2,2,Yes,1,Republican,1,6,Extremely liberal,-3,Agree,1,9,7,2,VERY NICE THIS SURVEY
2019/08/09 2:41:08 AM GMT+8,A1HGAHZSM14YTV,1,0,0,1,Dec-71,1971,1971,"$0-25,000",12500,"Some college credit, but less than 1 year of college credit",12,Michigan,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Very likely,Not too likely,Somewhat likely,Not at all likely,Somewhat likely,2,-1,1,-2,1,Yes,1,Republican,1,5,Slightly conservative,1,Agree strongly,2,8,8,0,Send illegals back
2019/08/09 2:43:34 AM GMT+8,A2NQBDFDPK7QC9,1,1,1,0,Oct-89,1989,1989,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,texas,south,1,Yes,1,Agree,0,Reduced a little.,-1,Better,1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Very likely,Somewhat likely,Very likely,Very likely,2,2,1,2,2,Yes,1,Republican,1,6,Moderate,0,Agree,1,9,6,3,very like
2019/08/09 2:45:10 AM GMT+8,AVPKE76DJLWK6,1,0,0,1,1981,1905,1905,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Strongly Disagree,Disagree,Strongly disagree,-2,-1,-2,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not too likely,-2,1,-2,1,-1,Yes,1,Independent,0,4,Slightly liberal,-1,Disagree strongly,-2,5,9,-4,"Oh yes. I have some venting to do. I am starting to wonder if my relatively sane brain is atypical among white people-in particular other white males. Illegal immigration probably would be in the 90's on my list of the 100 most important problems for the US to tackle. The body of research is pretty clear: illegal immigrants do not commit crimes at higher rates than the general population, they contribute significantly to the economy/pay taxes, and they are not stealing any jobs that us citizens want to actually do; rather, that is automation and outsourcing. It is pure racism and xenophobia. I am really starting to believe that white people care more about racism and ""hurting the right people"" than their own economic well being. Look at the businesses and individuals affected by Trump's ludicrous trade war. Many of them will still vote for him in 2020. There is clearly something wrong with their brains. I think fox news and the bat shit crazy right wing propaganda machine in general has turned people into raving lunatics.   I imagine it is worse than I can even fathom. People in power have started to mainline their own product and base policy on fox and friends. I have read Altemyer's work on the authoritarian mindset and I believe it helps to explain the irrational, hypothetical, compartmentalized thinking of Trump supporters. I don't think our society will survive the next couple decades. It is only going to get worse and we are going to collapse into a dystopian nightmare. "
2019/08/09 3:25:42 AM GMT+8,A1JJYY622DGE5L,1,1,0,1,May-75,1975,1975,"$0-25,000",12500,"Associate’s degree (for example: AA, AS)",14,Ohio,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Very likely,Not likely at all,Somewhat likely,Not too likely,-1,2,-2,1,-1,Yes,1,Democrat,-1,4,Slightly liberal,-1,Disagree,-1,6,6,0,no
2019/08/09 3:53:45 AM GMT+8,A2IOCN8EW1E3VE,1,1,1,0,13-Feb,,,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,missouri,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Strongly agree,Strongly agree,1,2,2,Somewhat likely,Very likely,Very likely,Somewhat likely,Very likely,1,2,2,1,2,Yes,1,Democrat,-1,6,Extremely liberal,-3,Agree strongly,2,7,8,-1,
2019/08/09 4:02:56 AM GMT+8,A2O8L681OIZGPV,1,1,1,0,16-Nov,,,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,missouri,south,1,Yes,1,Strongly agree,1,Increased a lot.,2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Very likely,Very likely,Very likely,Very likely,Very likely,2,2,2,2,2,Yes,1,Democrat,-1,6,Extremely liberal,-3,Agree,1,8,9,-1,good
2019/08/10 9:12:31 PM GMT+8,A6JUD4NCQCDWG,1,0,0,1,03 1986,1986,1986,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,Ohio,midwest,2,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Agree,Neither agree nor disagree,Agree,1,0,1,Not too likely,Somewhat likely,Not too likely,Not too likely,Somewhat likely,-1,1,-1,-1,1,Yes,1,Independent,0,4,Moderate,0,Disagree strongly,-2,7,7,0,None
2019/08/10 9:12:55 PM GMT+8,A3OB6REG5CGHK1,1,0,0,1,Jul-61,1961,1961,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Oklahoma,south,1,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Strongly Disagree,Strongly disagree,Disagree,-2,-2,-1,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-2,1,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,8,8,0,no
2019/08/10 9:13:55 PM GMT+8,A3K7E8VMPN01DT,1,0,0,1,Sep-87,1987,1987,"$75,001-100,000",87500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,Arizona,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Agree,Agree,Neither agree nor disagree,1,1,0,Very likely,Somewhat likely,Somewhat likely,Not at all likely,Somewhat likely,2,1,1,-2,1,Yes,1,Republican,1,6,Conservative,2,Disagree,-1,9,9,0,good survey
2019/08/10 9:14:25 PM GMT+8,A2VXEPC4KG1CWU,1,0,0,1,Jan-84,1984,1984,"100,001-125,000",112500,"Bachelor’s degree (for example: BA, BS)",16,FL,south,1,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not likely at all,Very likely,Not too likely,-1,2,-2,2,-1,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree strongly,-2,3,6,-3,Interesting study
2019/08/10 9:14:46 PM GMT+8,A3O0ZQMDKOKAMR,1,1,0,1,May-77,1977,1977,"$25,001-50,000",37500,Regular high school diploma,18,Florida,south,1,Yes,1,Strongly agree,1,Reduced a little.,-1,Worse,-1,Neither disagree nor agree,Agree,Agree,0,1,1,Somewhat likely,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,1,1,1,-1,1,Yes,1,Independent,0,6,Slightly conservative,1,Agree,1,8,8,0,no
2019/08/10 9:15:41 PM GMT+8,A25AERKOVS8AT1,1,1,1,1,Dec-60,1960,1960,"100,001-125,000",112500,"Bachelor’s degree (for example: BA, BS)",16,ca,west,3,Yes,1,Agree,0,Remain the same as it is.,0,Better,1,Neither disagree nor agree,Agree,Agree,0,1,1,Somewhat likely,Somewhat likely,Somewhat likely,Very likely,Somewhat likely,1,1,1,2,1,Yes,1,Republican,1,4,Liberal,-2,Agree,1,3,6,-3,nothing
2019/08/10 9:16:36 PM GMT+8,A8AK4WHNZS755,1,1,0,1,1977,1905,1905,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,colarado,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Agree,Agree,1,1,1,Not too likely,Very likely,Don't know,Not at all likely,Not too likely,-1,2,0,-2,-1,No,0,Democrat,-1,6,Conservative,2,Agree,1,8,9,-1,no
2019/08/10 9:19:23 PM GMT+8,A1T9VHNIS0BETZ,1,0,0,0,Apr-91,1991,1991,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,Minnesota ,midwest ,2,Yes,1,Strongly agree,1,Increased a little.,1,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Somewhat likely,Somewhat likely,Not too likely,Somewhat likely,Very likely,1,1,-1,1,2,Yes,1,Democrat,-1,2,Liberal,-2,Agree strongly,2,9,2,7,Good survey
2019/08/10 9:19:38 PM GMT+8,A2C6HMH2FDM2CI,1,0,0,1,,1900,1900,"$25,001-50,000",37500,Regular high school diploma,18,nc,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Agree,Strongly agree,Agree,1,2,1,Very likely,Somewhat likely,Somewhat likely,Not at all likely,Very likely,2,1,1,-2,2,Yes,1,Independent,0,4,Conservative,2,Agree,1,,,,no
2019/08/10 9:29:46 PM GMT+8,A1GCTKOPKUTW3G,1,0,0,0,Dec-89,1989,1989,"$25,001-50,000",37500,"1 or more years of college credit, no degree",13,CA,west,3,Yes,1,Strongly agree,1,Remain the same as it is.,0,Better,1,Disagree,Neither agree nor disagree,Strongly disagree,-1,0,-2,Somewhat likely,Very likely,Not too likely,Somewhat likely,Not likely at all,1,2,-1,1,-2,Yes,1,Democrat,-1,2,Extremely liberal,-3,Disagree strongly,-2,6,6,0,
2019/08/10 9:29:57 PM GMT+8,A1SUNOPZGPARCY,1,0,0,1,30.09.1990,1990,1990,"$75,001-100,000",87500,"Bachelor’s degree (for example: BA, BS)",16,washington,west,3,Yes,1,Strongly agree,1,Increased a lot.,2,Won’t affect American society one way or another,0,Neither disagree nor agree,Strongly agree,Agree,0,2,1,Not likely at all,Not too likely,Somewhat likely,Very likely,Very likely,-2,-1,1,2,2,Yes,1,Democrat,-1,2,Liberal,-2,Disagree,-1,4,7,-3,
2019/08/10 9:32:02 PM GMT+8,A2RXH2WQVVTAPY,1,0,0,1,10/25/93,1993,1993,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CA,west,3,Yes,1,Strongly agree,1,Reduced a little.,-1,Better,1,Agree,Agree,Neither agree nor disagree,1,1,0,Somewhat likely,Not too likely,Somewhat likely,Very likely,Somewhat likely,1,-1,1,2,1,Yes,1,Independent,0,3,Slightly liberal,-1,Agree,1,6,8,-2,
2019/08/10 9:42:59 PM GMT+8,A2HA7R3TR3TR1A,1,1,0,1,Mar-52,1952,1952,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,CO,west,3,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Agree,Neither agree nor disagree,Strongly agree,1,0,2,Somewhat likely,Not likely at all,Not likely at all,Very likely,Somewhat likely,1,-2,-2,2,1,No,0,Democrat,-1,6,Liberal,-2,Agree,1,9,6,3,
2019/08/10 10:15:24 PM GMT+8,AD21ES5UMD77U,1,0,0,1,Aug-54,1954,1954,"$25,001-50,000",37500,"Associate’s degree (for example: AA, AS)",14,Florida,south,1,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Agree,2,2,1,Very likely,Not too likely,Somewhat likely,Not at all likely,Very likely,2,-1,1,-2,2,No,0,Republican,1,6,Conservative,2,Disagree,-1,8,2,6,no comments
2019/08/10 10:21:10 PM GMT+8,A1DNJ17PE2RYJZ,1,0,0,1,Sep-53,1953,1953,"$25,001-50,000",37500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,IL,midwest,2,Yes,1,Strongly agree,1,Increased a little.,1,Won’t affect American society one way or another,0,Disagree,Disagree,Disagree,-1,-1,-1,Not likely at all,Somewhat likely,Not likely at all,Somewhat likely,Not likely at all,-2,1,-2,1,-2,Yes,1,Democrat,-1,1,Liberal,-2,Disagree,-1,4,6,-2,Creulty is the point #RacistInChief
2019/08/10 10:39:18 PM GMT+8,AK1Q45RF8A87Z,1,1,0,1,Apr-65,1965,1965,"$25,001-50,000",37500,"Some college credit, but less than 1 year of college credit",12,PA,northeast,0,Yes,1,Strongly agree,1,Remain the same as it is.,0,Won’t affect American society one way or another,0,Disagree,Neither agree nor disagree,Strongly disagree,-1,0,-2,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not likely at all,-2,2,-2,1,-2,Yes,1,Democrat,-1,1,Extremely liberal,-3,Disagree strongly,-2,5,5,0,"This is a country of immigrants. We should not discourage new immigration just because ""we got here first."""
2019/08/10 11:51:08 PM GMT+8,A207IHY6GERCFO,1,0,0,1,Mar-83,1983,1983,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,AZ,west,3,Yes,1,Strongly agree,1,Reduced a lot.,-2,Worse,-1,Strongly agree,Strongly agree,Strongly agree,2,2,2,Somewhat likely,Very likely,Somewhat likely,Somewhat likely,Very likely,1,2,1,1,2,No,0,Independent,0,7,Extremely conservative,3,Disagree,-1,10,4,6,n
2019/08/12 5:37:32 AM GMT+8,A1G187YBG0DVMQ,1,0,0,1,Oct-91,1991,1991,"$0-25,000",12500,"Bachelor’s degree (for example: BA, BS)",16,Pennsylvania,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Disagree,Strongly disagree,Neither agree nor disagree,-1,-2,0,Not likely at all,Very likely,Not likely at all,Somewhat likely,Not too likely,-2,2,-2,1,-1,Yes,1,Democrat,-1,3,Liberal,-2,Disagree strongly,-2,4,6,-2,no
2019/08/12 5:37:50 AM GMT+8,A3IM5O0R6Q9E4E,1,0,0,1,Nov-96,1996,1996,"$25,001-50,000",37500,"Bachelor’s degree (for example: BA, BS)",16,il,midwest,2,Yes,1,Strongly agree,1,Reduced a lot.,-2,Won’t affect American society one way or another,0,Strongly agree,Strongly agree,Strongly disagree,2,2,-2,Very likely,Somewhat likely,Not likely at all,Not at all likely,Somewhat likely,2,1,-2,-2,1,No,0,Republican,1,5,Slightly conservative,1,Disagree,-1,9,8,1,
2019/08/12 5:38:03 AM GMT+8,A2NEFRREWF33YP,1,1,0,1,Mar-77,1977,1977,"100,001-125,000",112500,"Master’s Degree (for example MA, MS, Meng, Med, MSW, MBA),",18,PA,northeast,0,Yes,1,Strongly agree,1,Increased a little.,1,Better,1,Strongly Disagree,Strongly disagree,Strongly disagree,-2,-2,-2,Not too likely,Very likely,Not too likely,Somewhat likely,Don't know,-1,2,-1,1,0,Yes,1,Independent,0,2,Extremely liberal,-3,Disagree,-1,10,10,0,
2019/08/12 5:38:52 AM GMT+8,AQ7RNVB2GZKUZ,1,1,0,1,Nov-82,1982,1982,"100,001-125,000",112500,"1 or more years of college credit, no degree",13,Utah,west,3,Yes,1,Strongly agree,1,Don't know.,0,Better,1,Disagree,Disagree,Disagree,-1,-1,-1,Not too likely,Very likely,Not too likely,Somewhat likely,Not too likely,-1,2,-1,1,-1,Yes,1,Democrat,-1,2,Liberal,-2,Disagree strongly,-2,4,5,-1,No
